Date,max_t,min_t,rain
2017-01-05,41.8,23.4,0.0
2017-01-06,34.9,25.4,0.0
2017-01-07,30.4,19.6,0.0
2017-01-08,32.8,21.2,0.0
2017-01-09,33.2,18.9,6.0
2017-01-10,31.6,17.6,0.0
2017-01-11,31.7,20.5,1.3
2017-01-12,36.7,18.5,0.0
2017-01-13,27.9,22.8,0.3
2017-01-14,32.0,22.0,0.0
2017-01-15,31.4,17.7,3.3
2017-01-16,31.5,19.8,0.0
2017-01-17,33.4,21.1,0.0
2017-01-18,31.1,22.6,0.0
2017-01-19,36.0,20.1,7.0
2017-01-20,29.7,20.5,0.0
2017-01-21,27.8,19.7,0.0
2017-01-22,31.9,20.8,0.0
2017-01-23,26.5,16.7,0.0
2017-01-24,32.5,19.7,10.0
2017-01-25,32.3,23.4,0.0
2017-01-26,30.1,21.0,0.0
2017-01-27,24.9,20.7,0.0
2017-01-28,29.3,20.3,0.3
2017-01-29,33.5,20.8,0.0
2017-01-30,31.8,21.0,0.0
2017-01-31,36.4,16.3,0.0
2017-02-01,36.2,19.2,0.0
2017-02-02,38.3,23.9,6.3
2017-02-03,33.9,22.7,0.0
2017-02-04,31.5,18.1,0.0
2017-02-05,30.4,16.4,0.0
2017-02-06,26.0,22.0,0.0
2017-02-07,30.8,21.3,0.0
2017-02-08,36.4,18.3,2.9
2017-02-09,33.5,22.1,0.0
2017-02-10,33.3,18.5,0.0
2017-02-11,31.8,19.3,0.0
2017-02-12,27.5,16.5,12.5
2017-02-13,31.6,19.1,0.0
2017-02-14,34.2,22.3,1.3
2017-02-15,30.0,19.7,0.0
2017-02-16,32.5,18.2,0.0
2017-02-17,32.3,16.2,0.0
2017-02-18,31.4,17.9,0.0
2017-02-19,30.4,19.7,0.0
2017-02-20,32.8,18.1,0.0
2017-02-21,31.6,23.1,0.0
2017-02-22,30.2,19.8,0.0
2017-02-23,26.9,18.4,4.4
2017-02-24,33.3,18.3,0.0
2017-02-25,35.7,17.8,0.0
2017-02-26,32.5,17.5,0.0
2017-02-27,27.3,20.5,0.0
2017-02-28,22.8,18.6,0.0
2017-03-01,27.4,20.4,0.0
2017-03-02,28.5,20.8,0.0
2017-03-03,33.6,15.9,0.0
2017-03-04,28.8,20.1,0.0
2017-03-05,32.4,19.9,0.0
2017-03-06,29.7,19.0,0.0
2017-03-07,27.8,19.9,0.0
2017-03-08,31.2,19.4,0.0
2017-03-09,27.8,22.1,0.0
2017-03-10,27.9,20.6,0.3
2017-03-11,26.8,18.4,0.0
2017-03-12,31.3,16.1,0.0
2017-03-13,31.9,20.4,0.0
2017-03-14,24.8,17.2,2.4
2017-03-15,31.4,13.1,0.0
2017-03-16,28.4,16.8,0.0
2017-03-17,29.6,17.9,0.0
2017-03-18,31.4,16.1,0.0
2017-03-19,25.8,13.5,0.0
2017-03-20,25.3,14.0,0.0
2017-03-21,30.3,15.1,0.0
2017-03-22,24.5,17.4,0.0
2017-03-23,32.2,19.4,0.0
2017-03-24,27.0,20.1,0.0
2017-03-25,29.6,17.4,0.0
2017-03-26,24.1,17.0,0.0
2017-03-27,29.3,15.7,0.0
2017-03-28,22.6,14.5,0.0
2017-03-29,21.3,14.8,0.0
2017-03-30,31.0,14.1,15.4
2017-03-31,18.4,12.5,0.0
2017-04-01,24.3,14.6,0.0
2017-04-02,26.2,15.0,0.0
2017-04-03,29.9,15.3,0.0
2017-04-04,26.2,12.8,0.0
2017-04-05,28.0,15.0,0.0
2017-04-06,29.2,13.5,0.0
2017-04-07,25.5,14.4,0.0
2017-04-08,20.8,12.0,0.0
2017-04-09,20.3,12.5,0.0
2017-04-10,21.0,18.3,0.0
2017-04-11,29.5,16.8,0.0
2017-04-12,24.7,12.9,0.0
2017-04-13,21.2,12.4,0.4
2017-04-14,22.3,11.6,0.0
2017-04-15,21.6,14.0,0.0
2017-04-16,24.8,16.0,0.0
2017-04-17,28.3,13.1,0.0
2017-04-18,27.1,12.8,0.0
2017-04-19,26.8,15.1,11.8
2017-04-20,25.4,11.5,0.0
2017-04-21,23.7,13.4,2.9
2017-04-22,18.4,15.6,0.0
2017-04-23,28.2,10.9,0.0
2017-04-24,22.1,10.4,0.0
2017-04-25,24.0,10.5,0.0
2017-04-26,25.8,12.0,0.0
2017-04-27,19.3,11.8,0.0
2017-04-28,25.2,14.0,0.0
2017-04-29,20.3,13.4,0.7
2017-04-30,14.7,9.8,0.0
2017-05-01,25.9,11.9,0.0
2017-05-02,19.9,15.0,1.6
2017-05-03,14.9,11.5,0.2
2017-05-04,24.6,11.9,0.0
2017-05-05,19.3,11.8,0.0
2017-05-06,24.8,10.6,0.0
2017-05-07,22.3,13.0,1.1
2017-05-08,20.8,12.8,0.0
2017-05-09,23.9,9.4,0.0
2017-05-10,19.1,10.0,0.0
2017-05-11,23.9,10.2,0.1
2017-05-12,18.8,9.6,0.0
2017-05-13,18.7,9.7,8.6
2017-05-14,19.8,11.0,0.0
2017-05-15,14.7,12.0,0.2
2017-05-16,12.8,9.6,0.0
2017-05-17,24.4,9.8,3.3
2017-05-18,20.9,11.9,1.2
2017-05-19,20.1,12.3,0.0
2017-05-20,20.6,12.7,0.0
2017-05-21,20.6,11.2,0.0
2017-05-22,22.3,4.6,0.0
2017-05-23,15.0,11.5,0.0
2017-05-24,16.4,11.4,0.0
2017-05-25,23.6,12.2,0.0
2017-05-26,18.4,9.7,1.2
2017-05-27,13.8,8.9,0.0
2017-05-28,16.1,12.1,0.0
2017-05-29,26.8,11.4,0.0
2017-05-30,20.4,11.0,0.0
2017-05-31,17.6,10.5,0.3
2017-06-01,14.2,10.1,0.0
2017-06-02,19.2,10.2,0.0
2017-06-03,16.1,12.1,0.0
2017-06-04,16.2,8.2,0.0
2017-06-05,21.7,10.4,0.0
2017-06-06,17.0,14.7,9.3
2017-06-07,10.0,8.4,0.0
2017-06-08,17.9,8.8,0.0
2017-06-09,19.6,9.6,0.0
2017-06-10,22.1,8.8,0.0
2017-06-11,13.0,9.5,0.0
2017-06-12,8.1,13.2,0.0
2017-06-13,11.4,9.0,11.3
2017-06-14,16.1,12.7,2.1
2017-06-15,15.4,8.6,0.0
2017-06-16,18.5,6.5,0.0
2017-06-17,20.9,11.5,3.4
2017-06-18,15.3,10.8,0.0
2017-06-19,16.9,6.8,0.0
2017-06-20,15.1,9.3,0.0
2017-06-21,11.8,8.0,0.0
2017-06-22,15.6,7.2,0.0
2017-06-23,17.2,8.6,0.4
2017-06-24,17.9,5.1,0.0
2017-06-25,16.3,9.6,0.0
2017-06-26,17.7,3.5,0.0
2017-06-27,17.4,6.6,0.0
2017-06-28,16.0,7.8,0.0
2017-06-29,18.2,7.3,3.4
2017-06-30,13.7,8.3,0.0
2017-07-01,17.6,8.5,0.0
2017-07-02,18.5,7.5,0.0
2017-07-03,16.1,10.2,0.0
2017-07-04,19.6,2.0,0.0
2017-07-05,18.3,5.9,0.0
2017-07-06,13.8,6.3,0.0
2017-07-07,13.0,6.2,4.7
2017-07-08,11.3,9.3,0.0
2017-07-09,18.6,9.9,0.0
2017-07-10,14.6,10.6,4.0
2017-07-11,17.7,6.1,0.0
2017-07-12,16.8,7.6,0.0
2017-07-13,16.7,7.0,0.0
2017-07-14,18.7,6.2,0.0
2017-07-15,16.3,7.0,0.0
2017-07-16,16.9,5.9,0.0
2017-07-17,19.3,9.1,11.9
2017-07-18,15.2,9.9,7.2
2017-07-19,20.6,9.5,0.0
2017-07-20,13.8,9.0,0.4
2017-07-21,22.1,7.0,0.0
2017-07-22,13.3,8.6,3.9
2017-07-23,19.6,6.9,3.3
2017-07-24,16.6,5.9,0.0
2017-07-25,14.2,5.7,2.6
2017-07-26,11.8,6.4,0.0
2017-07-27,21.5,9.6,0.0
2017-07-28,13.8,7.2,0.0
2017-07-29,14.4,10.7,0.0
2017-07-30,19.9,6.8,0.0
2017-07-31,15.6,7.2,0.0
2017-08-01,18.9,5.7,0.0
2017-08-02,19.3,9.5,0.0
2017-08-03,14.7,6.1,0.0
2017-08-04,16.8,7.8,0.0
2017-08-05,17.6,7.4,6.1
2017-08-06,15.2,6.9,0.0
2017-08-07,18.1,11.8,0.0
2017-08-08,14.8,10.0,0.0
2017-08-09,16.5,11.3,0.0
2017-08-10,14.3,7.2,0.0
2017-08-11,17.3,7.7,0.0
2017-08-12,19.7,10.9,4.1
2017-08-13,15.7,5.0,3.9
2017-08-14,14.2,9.6,0.0
2017-08-15,15.1,8.8,0.0
2017-08-16,15.4,6.1,0.0
2017-08-17,22.4,12.8,0.0
2017-08-18,24.0,11.7,0.0
2017-08-19,17.4,14.2,0.0
2017-08-20,14.8,15.5,0.0
2017-08-21,26.7,15.2,0.0
2017-08-22,18.3,9.7,0.0
2017-08-23,18.1,6.4,0.0
2017-08-24,16.9,8.9,0.0
2017-08-25,28.9,5.7,0.0
2017-08-26,21.5,8.6,0.0
2017-08-27,14.4,10.7,0.1
2017-08-28,21.6,8.7,0.0
2017-08-29,16.2,10.6,0.0
2017-08-30,16.4,10.1,0.0
2017-08-31,21.0,9.0,0.0
2017-09-01,17.8,10.6,0.0
2017-09-02,24.0,10.0,0.0
2017-09-03,19.6,7.5,0.0
2017-09-04,20.5,7.4,0.0
2017-09-05,18.5,8.7,0.0
2017-09-06,14.9,11.6,0.0
2017-09-07,20.4,12.0,0.0
2017-09-08,21.2,14.2,0.0
2017-09-09,20.1,10.1,0.0
2017-09-10,18.6,7.8,0.0
2017-09-11,21.2,11.3,0.0
2017-09-12,17.6,10.5,1.7
2017-09-13,19.3,11.7,0.0
2017-09-14,19.7,13.0,6.3
2017-09-15,23.0,8.4,0.0
2017-09-16,19.7,9.8,0.0
2017-09-17,18.9,10.6,0.0
2017-09-18,18.1,10.9,0.0
2017-09-19,25.9,11.1,0.0
2017-09-20,23.4,9.5,0.0
2017-09-21,15.8,11.9,6.8
2017-09-22,14.8,12.0,0.0
2017-09-23,14.7,9.2,0.2
2017-09-24,18.7,12.6,0.0
2017-09-25,17.7,14.2,0.0
2017-09-26,22.0,13.7,0.0
2017-09-27,21.2,7.8,0.0
2017-09-28,24.9,10.7,0.0
2017-09-29,23.3,11.8,0.0
2017-09-30,24.2,13.9,0.0
2017-10-01,17.5,8.0,1.7
2017-10-02,31.8,15.0,0.0
2017-10-03,28.8,10.3,5.3
2017-10-04,24.6,14.0,0.0
2017-10-05,36.3,18.0,0.0
2017-10-06,31.9,18.4,0.0
2017-10-07,22.9,8.1,0.0
2017-10-08,21.2,13.3,0.9
2017-10-09,24.8,13.7,0.0
2017-10-10,23.3,14.9,0.4
2017-10-11,26.5,17.4,0.0
2017-10-12,23.0,14.9,2.8
2017-10-13,29.1,11.1,0.0
2017-10-14,25.6,15.0,0.0
2017-10-15,23.5,14.4,0.0
2017-10-16,27.8,13.0,0.0
2017-10-17,17.9,15.0,0.0
2017-10-18,26.8,14.2,0.0
2017-10-19,25.4,8.3,4.2
2017-10-20,26.7,12.1,0.0
2017-10-21,23.6,14.7,0.0
2017-10-22,26.0,15.0,0.0
2017-10-23,26.0,16.3,0.0
2017-10-24,28.9,17.6,0.0
2017-10-25,25.6,11.4,0.0
2017-10-26,24.2,11.9,0.0
2017-10-27,21.8,13.3,2.5
2017-10-28,29.3,16.8,0.0
2017-10-29,24.6,19.1,0.0
2017-10-30,28.4,16.2,0.0
2017-10-31,22.3,16.6,4.1
2017-11-01,21.4,15.6,0.0
2017-11-02,26.2,16.9,0.0
2017-11-03,22.9,12.5,1.5
2017-11-04,20.2,16.3,0.0
2017-11-05,26.1,15.7,0.0
2017-11-06,22.1,17.9,0.0
2017-11-07,24.2,13.8,0.0
2017-11-08,30.8,17.6,0.0
2017-11-09,22.8,15.5,0.0
2017-11-10,28.8,19.8,0.0
2017-11-11,28.2,20.0,0.0
2017-11-12,26.2,16.6,0.0
2017-11-13,25.3,13.7,0.0
2017-11-14,25.9,17.2,0.0
2017-11-15,25.7,17.6,1.1
2017-11-16,29.1,16.8,16.4
2017-11-17,33.4,16.1,6.4
2017-11-18,32.3,14.2,0.0
2017-11-19,29.5,14.8,0.0
2017-11-20,35.6,18.0,0.0
2017-11-21,23.8,19.1,0.0
2017-11-22,30.1,17.7,0.0
2017-11-23,27.5,19.0,0.0
2017-11-24,22.8,17.1,0.0
2017-11-25,24.4,18.3,1.2
2017-11-26,33.6,15.9,12.9
2017-11-27,29.8,18.7,0.0
2017-11-28,26.1,16.3,0.0
2017-11-29,29.6,19.9,0.0
2017-11-30,24.4,17.5,0.0
2017-12-01,23.7,19.3,0.0
2017-12-02,31.3,17.5,0.0
2017-12-03,30.4,17.7,0.0
2017-12-04,26.7,19.4,0.0
2017-12-05,24.0,19.1,0.0
2017-12-06,28.1,13.6,0.0
2017-12-07,36.6,19.8,0.0
2017-12-08,29.7,17.8,0.0
2017-12-09,29.4,18.2,0.0
2017-12-10,29.4,20.0,0.0
2017-12-11,30.6,21.9,0.9
2017-12-12,32.5,15.1,6.3
2017-12-13,29.3,20.9,0.0
2017-12-14,32.2,20.7,15.3
2017-12-15,27.8,20.0,0.0
2017-12-16,36.4,19.5,0.0
2017-12-17,31.8,16.4,0.0
2017-12-18,29.8,20.6,0.0
2017-12-19,33.9,20.3,13.3
2017-12-20,33.4,21.2,3.4
2017-12-21,26.0,15.2,0.0
2017-12-22,32.2,19.6,0.0
2017-12-23,27.5,22.5,0.0
2017-12-24,33.0,18.9,0.0
2017-12-25,31.7,20.8,0.0
2017-12-26,34.0,20.6,3.3
2017-12-27,32.0,20.0,0.0
2017-12-28,34.4,19.9,0.0
2017-12-29,28.6,20.8,0.0
2017-12-30,29.0,23.6,0.0
2017-12-31,26.6,21.3,6.5
2018-01-01,30.5,16.8,4.4
2018-01-02,26.1,17.7,0.0
2018-01-03,29.6,17.0,0.3
2018-01-04,29.1,22.0,3.1
2018-01-05,26.3,19.9,0.0
2018-01-06,29.6,21.6,0.0
2018-01-07,30.5,17.5,0.0
2018-01-08,30.2,19.5,0.8
2018-01-09,28.6,14.5,0.0
2018-01-10,31.7,22.8,0.0
2018-01-11,33.0,19.6,0.0
2018-01-12,27.5,17.4,0.0
2018-01-13,29.0,21.3,0.0
2018-01-14,27.9,18.8,0.0
2018-01-15,34.5,17.9,0.0
2018-01-16,32.2,21.6,0.0
2018-01-17,27.9,17.3,0.0
2018-01-18,29.2,21.8,0.0
2018-01-19,32.1,20.7,0.0
2018-01-20,27.7,22.2,0.0
2018-01-21,29.8,20.4,0.0
2018-01-22,28.8,18.1,0.0
2018-01-23,33.1,18.7,0.0
2018-01-24,26.8,24.3,0.0
2018-01-25,32.8,21.5,0.0
2018-01-26,31.8,18.3,0.0
2018-01-27,36.2,21.6,0.0
2018-01-28,30.5,19.8,0.0
2018-01-29,28.9,22.4,5.3
2018-01-30,30.3,20.1,0.0
2018-01-31,30.4,17.1,0.0
2018-02-01,32.1,21.8,2.8
2018-02-02,32.8,19.5,0.0
2018-02-03,29.5,19.0,18.2
2018-02-04,27.9,22.3,0.0
2018-02-05,26.6,19.4,0.0
2018-02-06,30.7,20.4,0.0
2018-02-07,35.6,21.9,0.0
2018-02-08,33.4,18.7,5.0
2018-02-09,37.9,19.9,0.0
2018-02-10,40.0,23.2,0.6
2018-02-11,32.4,18.9,0.0
2018-02-12,29.8,18.7,4.4
2018-02-13,22.7,19.6,0.0
2018-02-14,30.8,18.4,0.0
2018-02-15,28.5,19.8,0.0
2018-02-16,31.0,23.0,0.0
2018-02-17,31.2,17.7,0.0
2018-02-18,27.2,21.0,0.0
2018-02-19,37.6,18.2,0.0
2018-02-20,34.4,19.2,0.0
2018-02-21,31.6,14.7,0.0
2018-02-22,26.9,22.9,0.0
2018-02-23,33.3,16.8,0.0
2018-02-24,32.0,20.6,1.5
2018-02-25,35.5,13.7,0.0
2018-02-26,27.9,19.0,0.0
2018-02-27,28.2,22.1,6.2
2018-02-28,26.4,19.8,0.0
2018-03-01,25.5,20.2,7.3
2018-03-02,34.5,16.8,0.0
2018-03-03,27.5,20.2,3.3
2018-03-04,25.5,17.1,0.0
2018-03-05,30.8,17.9,0.0
2018-03-06,30.1,17.4,0.0
2018-03-07,28.2,19.4,0.0
2018-03-08,28.6,18.4,0.0
2018-03-09,26.8,16.0,0.0
2018-03-10,26.4,15.4,0.0
2018-03-11,31.6,16.2,0.0
2018-03-12,31.9,17.3,0.0
2018-03-13,27.5,16.5,0.0
2018-03-14,26.8,20.4,0.0
2018-03-15,27.2,15.0,0.0
2018-03-16,28.0,15.1,9.0
2018-03-17,25.5,20.5,0.0
2018-03-18,26.6,18.3,0.0
2018-03-19,26.3,18.0,0.0
2018-03-20,31.3,19.4,0.0
2018-03-21,27.1,16.6,0.0
2018-03-22,26.4,17.9,0.0
2018-03-23,31.7,15.4,0.0
2018-03-24,27.8,17.6,0.0
2018-03-25,26.7,15.4,0.0
2018-03-26,25.6,16.0,0.0
2018-03-27,29.7,14.1,0.0
2018-03-28,27.2,19.9,0.0
2018-03-29,25.2,14.9,0.0
2018-03-30,27.8,16.3,0.0
2018-03-31,26.6,17.9,1.4
2018-04-01,24.0,11.8,0.0
2018-04-02,25.3,14.4,1.2
2018-04-03,24.0,17.4,0.0
2018-04-04,24.4,16.2,0.0
2018-04-05,29.0,15.3,0.0
2018-04-06,25.8,15.3,0.0
2018-04-07,30.6,13.9,1.4
2018-04-08,18.3,16.5,0.0
2018-04-09,29.2,13.2,0.0
2018-04-10,28.3,13.8,0.1
2018-04-11,21.9,16.6,0.0
2018-04-12,26.4,18.1,2.7
2018-04-13,21.9,16.4,11.0
2018-04-14,28.4,14.8,0.0
2018-04-15,21.6,13.1,5.1
2018-04-16,23.1,16.2,0.0
2018-04-17,24.4,17.0,0.0
2018-04-18,24.9,14.8,0.0
2018-04-19,25.5,14.9,0.0
2018-04-20,22.9,13.1,0.0
2018-04-21,22.7,15.2,7.2
2018-04-22,26.5,15.3,6.4
2018-04-23,25.3,16.8,0.0
2018-04-24,23.4,10.8,1.0
2018-04-25,17.7,14.2,0.0
2018-04-26,24.3,13.1,3.5
2018-04-27,24.4,11.5,0.0
2018-04-28,23.5,15.6,0.0
2018-04-29,24.9,12.3,0.0
2018-04-30,24.9,11.8,0.0
2018-05-01,19.1,9.8,7.7
2018-05-02,21.9,12.0,0.0
2018-05-03,21.1,12.6,0.0
2018-05-04,20.7,12.4,0.0
2018-05-05,16.8,8.4,0.0
2018-05-06,23.0,13.9,0.0
2018-05-07,17.5,12.1,0.0
2018-05-08,18.7,10.3,0.0
2018-05-09,21.3,13.2,0.0
2018-05-10,27.5,10.7,0.0
2018-05-11,17.9,13.6,0.0
2018-05-12,21.5,13.2,0.0
2018-05-13,17.8,8.8,0.0
2018-05-14,26.6,14.9,0.2
2018-05-15,29.2,14.3,4.1
2018-05-16,29.0,14.2,0.0
2018-05-17,25.9,14.3,0.0
2018-05-18,28.9,9.8,8.3
2018-05-19,24.0,12.1,0.0
2018-05-20,27.1,11.9,3.9
2018-05-21,12.4,9.0,3.1
2018-05-22,15.2,12.1,0.0
2018-05-23,16.4,9.3,0.0
2018-05-24,17.8,9.8,0.0
2018-05-25,16.9,12.6,5.0
2018-05-26,20.0,11.6,0.0
2018-05-27,23.6,10.2,0.0
2018-05-28,18.8,9.1,8.1
2018-05-29,18.1,8.7,0.0
2018-05-30,23.6,10.5,2.5
2018-05-31,17.3,9.2,0.0
2018-06-01,16.2,9.9,0.0
2018-06-02,16.1,8.7,0.0
2018-06-03,22.4,6.3,0.0
2018-06-04,20.6,7.2,0.0
2018-06-05,14.7,12.2,0.0
2018-06-06,20.5,10.6,0.0
2018-06-07,20.5,10.2,0.0
2018-06-08,15.3,6.4,1.3
2018-06-09,17.0,9.7,0.0
2018-06-10,15.4,6.8,0.0
2018-06-11,17.2,5.0,0.0
2018-06-12,15.4,6.8,0.0
2018-06-13,15.3,8.2,0.0
2018-06-14,18.9,9.2,0.0
2018-06-15,16.3,11.4,0.0
2018-06-16,20.0,10.2,2.7
2018-06-17,17.0,9.8,2.0
2018-06-18,14.9,8.1,0.0
2018-06-19,20.4,10.7,0.0
2018-06-20,21.5,13.2,0.0
2018-06-21,18.7,10.4,5.8
2018-06-22,17.8,9.2,3.1
2018-06-23,17.6,10.3,0.0
2018-06-24,14.4,8.0,0.0
2018-06-25,19.3,7.1,0.0
2018-06-26,18.5,9.1,0.0
2018-06-27,15.8,8.6,3.4
2018-06-28,14.2,6.2,2.6
2018-06-29,19.3,5.6,0.0
2018-06-30,19.9,10.3,0.0
2018-07-01,15.6,6.5,0.0
2018-07-02,17.3,8.2,0.0
2018-07-03,12.2,4.4,0.0
2018-07-04,15.0,10.2,0.0
2018-07-05,14.0,11.8,0.0
2018-07-06,10.1,7.5,0.0
2018-07-07,20.8,7.9,0.0
2018-07-08,16.0,9.2,9.4
2018-07-09,19.5,6.8,0.0
2018-07-10,14.7,7.9,10.0
2018-07-11,11.7,9.8,0.0
2018-07-12,19.3,9.1,0.0
2018-07-13,16.9,6.5,0.0
2018-07-14,20.0,5.9,0.0
2018-07-15,18.7,6.0,0.0
2018-07-16,19.6,7.7,0.0
2018-07-17,21.2,10.3,0.0
2018-07-18,19.6,2.8,0.0
2018-07-19,12.5,8.6,0.0
2018-07-20,19.5,7.1,0.0
2018-07-21,17.7,8.1,0.0
2018-07-22,16.1,8.9,0.0
2018-07-23,17.5,8.1,0.0
2018-07-24,15.5,8.5,4.3
2018-07-25,15.0,5.8,0.0
2018-07-26,17.3,7.0,6.9
2018-07-27,14.3,7.4,0.0
2018-07-28,17.0,9.4,0.0
2018-07-29,22.0,10.0,1.8
2018-07-30,17.7,6.5,0.0
2018-07-31,13.7,8.0,0.0
2018-08-01,24.3,11.9,0.0
2018-08-02,20.4,10.4,0.0
2018-08-03,19.8,13.6,0.0
2018-08-04,17.3,10.5,0.0
2018-08-05,21.0,8.0,0.0
2018-08-06,15.5,11.2,0.7
2018-08-07,19.2,5.7,12.2
2018-08-08,14.4,9.6,0.0
2018-08-09,20.6,7.5,0.0
2018-08-10,18.3,6.8,0.0
2018-08-11,15.0,5.9,0.0
2018-08-12,14.7,9.8,0.0
2018-08-13,17.6,10.8,1.6
2018-08-14,18.9,7.2,0.0
2018-08-15,20.3,9.5,0.0
2018-08-16,19.9,5.5,0.0
2018-08-17,17.8,8.7,0.0
2018-08-18,21.2,13.1,0.0
2018-08-19,19.2,8.8,0.0
2018-08-20,14.2,10.5,0.0
2018-08-21,22.5,7.6,0.0
2018-08-22,17.9,6.1,0.0
2018-08-23,14.9,11.9,0.9
2018-08-24,18.8,11.1,0.0
2018-08-25,16.2,9.0,0.0
2018-08-26,17.4,7.4,0.0
2018-08-27,21.1,9.4,4.4
2018-08-28,12.3,9.7,0.0
2018-08-29,16.9,10.4,0.0
2018-08-30,21.3,11.6,8.2
2018-08-31,19.2,7.7,0.0
2018-09-01,13.0,9.4,0.0
2018-09-02,15.2,6.8,11.3
2018-09-03,18.5,10.3,0.0
2018-09-04,19.0,10.6,0.0
2018-09-05,17.1,9.0,0.0
2018-09-06,22.3,13.3,0.0
2018-09-07,24.9,9.9,11.5
2018-09-08,18.8,10.2,0.0
2018-09-09,17.2,7.1,0.0
2018-09-10,18.1,10.3,0.0
2018-09-11,20.5,11.1,0.0
2018-09-12,20.7,13.7,0.0
2018-09-13,18.8,8.5,0.0
2018-09-14,23.6,9.4,3.4
2018-09-15,27.2,9.4,0.0
2018-09-16,16.9,12.3,0.0
2018-09-17,18.7,10.2,0.2
2018-09-18,19.4,10.9,0.0
2018-09-19,24.2,12.1,0.0
2018-09-20,22.5,11.0,0.0
2018-09-21,16.7,14.5,0.0
2018-09-22,20.0,10.3,0.0
2018-09-23,17.4,13.8,0.0
2018-09-24,18.4,14.1,0.0
2018-09-25,16.6,10.6,0.0
2018-09-26,22.7,14.8,0.0
2018-09-27,21.5,8.6,2.3
2018-09-28,22.6,10.5,0.0
2018-09-29,21.0,11.9,0.0
2018-09-30,19.6,11.8,0.0
2018-10-01,16.6,14.0,0.0
2018-10-02,17.7,14.4,0.0
2018-10-03,19.7,12.7,0.0
2018-10-04,22.5,13.7,0.0
2018-10-05,26.6,14.0,0.0
2018-10-06,25.1,12.8,0.0
2018-10-07,27.5,11.1,0.0
2018-10-08,24.5,15.0,2.7
2018-10-09,19.3,13.4,0.0
2018-10-10,24.6,11.5,0.0
2018-10-11,18.1,10.2,0.0
2018-10-12,21.7,15.4,0.0
2018-10-13,23.1,10.2,0.0
2018-10-14,28.1,14.4,0.0
2018-10-15,25.3,18.4,0.0
2018-10-16,25.0,17.0,0.0
2018-10-17,27.0,13.4,5.2
2018-10-18,24.4,14.5,0.0
2018-10-19,18.6,12.1,0.0
2018-10-20,25.2,12.3,0.0
2018-10-21,22.4,11.2,0.0
2018-10-22,24.2,11.6,0.0
2018-10-23,27.8,16.4,0.0
2018-10-24,20.7,17.0,0.0
2018-10-25,24.0,13.1,0.0
2018-10-26,27.3,10.1,0.0
2018-10-27,20.8,10.6,0.0
2018-10-28,26.6,15.0,0.0
2018-10-29,27.5,17.7,0.0
2018-10-30,23.8,17.9,0.0
2018-10-31,26.3,17.7,0.0
2018-11-01,22.1,14.7,0.0
2018-11-02,20.4,14.0,2.7
2018-11-03,26.8,12.9,0.0
2018-11-04,26.2,16.2,0.0
2018-11-05,24.7,12.3,0.0
2018-11-06,26.9,15.3,0.0
2018-11-07,25.2,15.4,0.0
2018-11-08,29.1,14.9,0.0
2018-11-09,27.2,18.3,0.1
2018-11-10,28.9,15.7,0.0
2018-11-11,31.7,16.0,0.0
2018-11-12,29.1,18.4,0.0
2018-11-13,32.7,13.6,0.0
2018-11-14,31.1,14.6,0.0
2018-11-15,28.9,14.5,0.3
2018-11-16,34.0,18.5,0.0
2018-11-17,28.1,19.4,3.3
2018-11-18,30.3,14.9,0.0
2018-11-19,23.9,16.8,0.0
2018-11-20,27.3,14.7,0.0
2018-11-21,32.1,19.3,0.0
2018-11-22,26.6,16.0,0.0
2018-11-23,22.1,18.0,0.0
2018-11-24,26.5,18.8,0.0
2018-11-25,28.0,20.4,6.0
2018-11-26,30.6,18.2,0.0
2018-11-27,25.5,21.0,0.0
2018-11-28,30.8,18.6,0.0
2018-11-29,32.0,18.6,0.0
2018-11-30,27.0,17.2,0.0
2018-12-01,29.3,21.2,0.0
2018-12-02,31.1,18.9,0.0
2018-12-03,33.7,14.1,2.1
2018-12-04,32.6,17.3,0.0
2018-12-05,29.3,19.1,0.0
2018-12-06,28.7,22.4,2.3
2018-12-07,31.3,19.8,0.0
2018-12-08,25.7,21.5,0.0
2018-12-09,38.1,20.4,0.0
2018-12-10,25.6,21.1,0.0
2018-12-11,28.3,17.5,0.0
2018-12-12,34.5,21.3,3.0
2018-12-13,32.9,19.5,0.0
2018-12-14,32.0,21.0,0.0
2018-12-15,31.0,19.6,3.7
2018-12-16,29.8,15.7,4.2
2018-12-17,29.0,18.4,0.0
2018-12-18,31.1,18.8,0.0
2018-12-19,32.9,23.8,0.0
2018-12-20,27.8,17.7,0.0
2018-12-21,29.6,20.2,0.0
2018-12-22,31.4,18.9,0.0
2018-12-23,27.9,19.4,0.0
2018-12-24,31.7,20.6,0.0
2018-12-25,34.1,25.9,0.0
2018-12-26,39.0,16.9,0.0
2018-12-27,33.1,22.1,0.0
2018-12-28,29.6,17.7,7.2
2018-12-29,33.2,21.8,2.7
2018-12-30,26.2,22.9,0.0
2018-12-31,29.3,17.6,0.0
2019-01-01,34.9,24.1,1.1
2019-01-02,31.9,21.1,0.0
2019-01-03,36.6,21.5,0.0
2019-01-04,35.8,22.3,0.0
2019-01-05,34.9,21.5,0.0
2019-01-06,33.2,18.6,5.5
2019-01-07,33.2,23.2,0.0
2019-01-08,32.9,19.6,0.0
2019-01-09,27.6,18.4,0.0
2019-01-10,30.1,16.5,0.5
